DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindSpeed,Sunrise,Sunset
21,31,74,30.79,27.68,26,6.3,0,-1.5,34,38,23,19,0,0,0,15,803,1708
21,26,85,30.82,27.69,24,2.7,0,-6.2,39,32,20,12,0,0,0,8,804,1708
22,25,81,30.81,27.68,25,3,0,-7,40,30,20,12,0,0,0,9,805,1708
21,28,73,30.79,27.68,26,5.6,0,-3.7,37,30,26,15,0.001,0,0.001,12,806,1708
20,27,78,30.79,27.66,24,3.5,0,-4.5,38,28,25,12,0,0,0,9,807,1708
21,24,86,30.76,27.63,23,3.5,0,-7.2,41,25,22,11,0.001,0,0.001,9,808,1708
21,24,90,30.71,27.57,23,3.5,0,-7,41,25,22,12,0.001,0,0.001,9,809,1708
21,24,89,30.53,27.42,23,4.6,0,-6.8,41,26,22,18,0.001,0,0.001,14,810,1709
22,26,86,30.6,27.48,25,6.7,0,-4.6,39,27,25,22,0.001,0,0.001,16,810,1709
23,28,85,30.34,27.24,25,7.3,0,-2.5,37,29,26,18,0.05,0,0.5,14,811,1709
23,28,82,30.19,27.12,26,10,0,-2.3,37,36,20,28,0,0,0,22,812,1709
20,28,68,30.31,27.24,26,3.5,0,-2.2,37,38,18,12,0,0,0,10,813,1710
26,37,70,30.24,27.19,32,2.5,0,6.9,28,45,29,13,0,0,0,9,813,1710
27,41,55,29.93,26.93,36,12.3,0,11,24,52,29,31,0,0,0,22,814,1710
26,40,76,29.99,26.93,31,11,0,10.1,25,51,28,43,0.11,0.001,0.3,35,814,1711
19,29,65,30.33,27.26,25,10.1,0,-0.8,36,35,22,22,0,0,0,17,815,1711
24,33,74,30.23,27.17,29,4.5,0,3.3,32,38,28,16,0.14,0,4,12,815,1712
23,22,83,30.33,27.22,26,7,0,-7.7,43,33,10,24,0.14,5,2.1,18,816,1712
12,16,78,30.45,27.29,16,4.6,0,-13.6,49,23,8,19,0.13,4,1.8,15,816,1713
20,24,89,30.29,27.2,22,3.4,0,-5.6,41,27,20,12,0.09,6,1,9,817,1714
18,23,83,30.38,27.28,21,2.6,0,-6.6,42,29,16,15,0.001,5,0.001,13,817,1714
21,25,86,30.38,27.29,23,2.4,0,-4.6,40,29,20,14,0.001,5,0.001,9,817,1715
20,23,86,30.34,27.28,22,2.6,0,-6.6,42,30,15,14,0,5,0,8,818,1716
25,30,84,30.17,27.11,27,1.8,0,0.4,35,35,24,11,0,5,0,8,818,1716
28,33,74,30.16,27.14,32,6.3,0,3.4,32,43,23,28,0.01,4,0,21,818,1717
18,28,70,30.37,27.31,24,4.7,0,-1.6,37,36,19,15,0,2,0,13,818,1718
20,27,79,30.48,27.39,24,2.7,0,-2.7,38,35,19,12,0,2,0,10,818,1719
20,26,74,30.58,27.47,25,8,0,-3.8,39,34,18,25,0,1,0,20,818,1720
19,28,72,30.4,27.31,24,2.8,0,-1.9,37,35,20,19,0,1,0,14,818,1721
21,28,78,30.31,27.24,25,2,0,-1.9,37,36,19,14,0,1,0,8,818,1722
26,34,78,30.28,27.21,30,2.5,0,4,31,41,26,19,0.01,1,0,15,818,1723
31,35,90,30.22,27.18,32,4.1,0,4.9,30,39,31,20,0.08,1,0,17,818,1724
29,36,87,30.23,27.18,31,4.3,0,5.8,29,45,26,15,0,1,0,12,818,1725
32,38,82,29.98,26.95,35,3.5,0,7.7,27,47,28,23,0.001,0.001,0,18,818,1726
40,41,89,29.69,26.71,41,8.3,0,10.6,24,47,35,23,0.46,0.001,0,17,818,1727
29,38,70,29.97,27,34,7.2,0,7.5,27,43,33,19,0.01,0,0,14,817,1728
33,41,76,30.09,27.07,37,10.7,0,10.4,24,47,34,39,0.08,0,0,26,817,1729
34,44,71,30.34,27.33,39,4.8,0,13.3,21,52,36,14,0.01,0,0,10,817,1731
32,42,76,30.5,27.45,36,4,0,11.2,23,50,33,12,0,0,0,10,816,1732
32,42,75,30.45,27.39,36,5.6,0,11.1,23,50,33,21,0,0,0,16,816,1733
31,39,75,30.32,27.28,35,6,0,8,26,47,30,18,0,0,0,15,815,1734
32,38,81,30.33,27.31,35,6.4,0,6.9,27,44,32,24,0.06,0,0.001,20,815,1735
32,40,78,30.32,27.26,36,8.2,0,8.7,25,50,29,27,0,0,0,18,814,1737
36,49,68,29.91,26.93,41,13.8,0,17.6,16,58,39,32,0.24,0,0,25,814,1738
31,38,77,29.94,26.95,35,6.2,0,6.5,27,45,30,31,0.2,0,0,20,813,1739
26,34,73,30.11,27.08,31,5.2,0,2.4,31,41,27,20,0,0,0,15,812,1740
25,35,68,30.24,27.19,31,6.9,0,3.2,30,44,25,19,0.02,0,0.001,15,812,1742
31,38,80,30.27,27.24,35,8.7,0,6.1,27,45,31,24,0.08,0,0.001,17,811,1743
26,36,65,30.28,27.22,32,10,0,4,29,43,29,21,0,0,0,16,810,1744
25,45,47,29.93,26.93,37,13.4,0,12.8,20,49,40,29,0,0,0,23,809,1746
27,40,65,29.85,26.88,34,8.5,0,7.7,25,46,33,32,0.09,0,0.1,23,808,1747
27,38,69,30.22,27.2,33,7.3,0,5.6,27,44,32,18,0.001,0,0.001,13,808,1748
31,38,78,30.32,27.29,35,11.1,0,5.4,27,41,34,24,0.02,0,0.001,20,807,1750
37,43,87,30.52,27.46,39,4,0,10.3,22,54,32,14,0,0,0,12,806,1751
35,43,79,30.33,27.27,39,6.2,0,10.1,22,52,33,25,0,0,0,18,805,1752
29,48,50,30.03,27.05,40,12.4,0,14.9,17,59,37,34,0,0,0,28,804,1754
25,38,62,30.2,27.18,32,3.5,0,4.8,27,44,31,23,0,0,0,14,803,1755
26,42,55,30.27,27.24,35,2.1,0,8.6,23,49,34,11,0,0,0,8,802,1756
39,51,70,30.23,27.22,44,4.4,0,17.4,14,59,42,16,0.001,0,0,12,801,1758
37,49,66,30.2,27.2,43,6.5,0,15.2,16,61,37,27,0,0,0,20,759,1759
40,51,68,30.12,27.13,45,3.3,0,17.1,14,60,42,13,0.001,0,0,9,758,1800
32,45,60,30.05,27.06,40,6.5,0,10.9,20,54,36,22,0,0,0,17,757,1802
29,41,66,30.24,27.23,35,5.2,0,6.7,24,52,29,21,0,0,0,16,756,1803
31,46,59,30.38,27.36,39,6.9,0,11.4,19,58,33,16,0,0,0,12,755,1804
34,50,58,30.17,27.16,42,6.8,0,15.2,15,60,40,16,0,0,0,13,753,1806
27,44,54,30.03,27.04,36,8.8,0,9,21,51,36,29,0,0,0,23,752,1807
19,36,54,30.16,27.14,29,11.8,0,0.8,29,45,26,32,0,0,0,24,751,1809
17,35,50,29.91,26.87,28,9.5,0,-0.4,30,43,26,26,0,0,0,18,749,1810
22,36,62,29.98,26.98,30,7.8,0,0.3,29,46,25,26,0.001,0,0.001,20,748,1811
19,32,60,30.32,27.26,27,5.8,0,-3.9,33,45,19,17,0,0,0,14,747,1813
27,38,75,30.03,27.01,32,8.4,0,1.8,27,43,32,30,0.24,0,0.5,23,745,1814
25,36,70,30.34,27.31,30,6.9,0,-0.4,29,41,30,23,0,0.001,0,17,744,1815
21,33,63,30.3,27.23,29,6.6,0,-3.7,32,40,26,20,0,0,0,15,742,1817
29,42,62,29.95,26.91,36,12.2,0,5,23,53,31,30,0,0,0,22,741,1818
24,36,63,29.63,26.66,32,9.2,0,-1.3,29,47,24,43,0.001,0,0.1,31,739,1819
12,24,62,29.86,26.85,20,12.3,0,-13.5,41,33,15,36,0.001,0,0.001,26,738,1821
3,19,49,30.23,27.14,16,6.1,0,-18.8,46,28,9,21,0,0,0,17,736,1822
10,30,47,30.18,27.11,23,7.6,0,-8.1,35,37,22,20,0,0,0,15,735,1823
19,24,76,30.08,27.01,24,5.2,0,-14.4,41,33,14,17,0.24,2,4.9,13,733,1825
11,20,64,30.33,27.23,19,6.7,0,-18.7,45,30,10,23,0,2,0,18,732,1826
22,28,81,30.11,27.03,25,9.9,0,-11,37,33,22,25,0.07,2,1.5,18,730,1827
21,25,76,30.11,27.08,26,10.9,0,-14.3,40,36,13,32,0.01,4,0.3,24,728,1828
22,31,70,29.95,26.94,28,12.3,0,-8.6,34,39,22,28,0.001,3,0.1,21,727,1830
12,23,61,30.18,27.11,20,4.5,0,-16.9,42,34,11,14,0,2,0,10,725,1831
16,31,53,30.09,27.03,26,13.7,0,-9.2,34,39,23,30,0,2,0,21,723,1832
30,40,69,29.76,26.75,36,20.5,0,-0.4,25,47,32,40,0.09,1,0.1,30,722,1834
22,38,53,29.74,26.77,33,11.7,0,-2.5,27,44,32,41,0.02,0,0.001,32,720,1835
22,35,63,29.91,26.9,30,9,0,-5.8,30,42,27,23,0.01,0,0.001,17,718,1836
22,33,71,30.16,27.13,28,6,0,-8.1,32,42,23,23,0.02,0,0.4,17,717,1837
21,37,57,30.35,27.29,30,7.5,0,-4.4,28,47,26,16,0,0,0,13,715,1839
19,40,46,30.33,27.28,31,11.5,0,-1.7,25,51,28,25,0,0,0,18,713,1840
21,41,50,30.19,27.14,32,7.5,0,-1,24,56,26,23,0,0,0,17,712,1841
26,48,45,29.95,26.97,38,9.3,0,5.7,17,60,35,31,0,0,0,21,710,1843
33,47,64,29.93,26.96,40,7.9,0,4.4,18,55,38,25,0.07,0,0,18,708,1844
28,45,56,30.08,27.08,37,8,0,2.1,20,58,31,22,0,0,0,16,706,1845
27,50,46,30.18,27.19,39,4.4,0,6.8,15,59,40,16,0,0,0,12,705,1846
28,50,47,30.18,27.17,40,8.9,0,6.6,15,63,37,23,0,0,0,16,703,1847
31,54,45,29.87,26.9,43,17.6,0,10.3,11,69,38,41,0.1,0,0,29,701,1849
38,47,76,29.76,26.83,42,6.8,0,3,18,55,38,36,0.54,0,0,26,659,1850
30,44,66,29.77,26.8,37,6.7,0,-0.2,21,51,37,18,0.01,0,0,14,657,1851
30,43,65,29.76,26.77,37,13.2,0,-1.5,22,49,36,33,0.01,0,0.001,23,656,1852
31,41,77,29.82,26.84,35,5.7,0,-3.7,24,48,34,19,0.11,0,0.001,15,654,1854
29,43,66,30.09,27.09,36,5.3,0,-2,22,51,35,17,0.001,0,0.001,13,652,1855
26,43,52,30.15,27.13,36,7,0,-2.2,22,53,33,17,0,0,0,13,650,1856
31,46,57,30.03,27.03,39,7.1,0,0.6,19,52,40,23,0,0,0,15,649,1857
36,52,56,29.82,26.85,44,16.8,0,6.4,13,62,42,41,0.15,0,0,29,647,1858
43,50,74,29.7,26.75,47,12.7,0,4.1,15,59,41,37,0.43,0,0,29,645,1900
32,44,64,29.92,26.92,38,5.4,0,-2.1,21,53,34,22,0,0,0,16,643,1901
20,44,42,29.86,26.88,34,7.1,0,-2.3,21,49,38,37,0,0,0,25,641,1902
29,39,75,29.97,26.98,34,5.4,0,-7.5,26,45,32,26,0.33,0,2.1,21,640,1903
23,37,59,30.25,27.22,32,6.3,0,-9.6,28,48,26,26,0,0,0,18,638,1904
29,44,55,30.28,27.25,38,6.9,0,-2.8,21,57,31,20,0,0,0,15,636,1906
30,49,52,30.18,27.19,40,10.6,0,2,16,59,38,31,0,0,0,23,634,1907
31,47,56,30.26,27.21,39,8.7,0,-0.2,18,58,36,23,0,0,0,17,632,1908
31,52,46,30.09,27.1,43,4.9,0,4.6,13,65,39,19,0,0,0,13,631,1909
34,52,52,30.02,27.05,44,6.7,0,4.4,13,61,43,31,0,0,0,22,629,1910
34,48,58,29.86,26.87,42,3.7,0,0.3,17,60,35,27,0.01,0,0,18,627,1912
21,43,49,29.9,26.95,33,16.9,0,-4.9,22,55,30,49,0.03,0,0.001,33,625,1913
16,41,37,30.11,27.08,33,11,0,-7.1,24,53,29,26,0,0,0,18,623,1914
31,52,45,30.03,27.06,42,4.4,0,3.8,13,62,42,18,0.001,0,0,14,622,1915
39,55,59,29.95,26.98,47,2.4,0,6.6,10,61,48,14,0.09,0,0,12,620,1916
44,54,74,29.85,26.9,48,2.9,0,5.4,11,59,48,14,0.14,0,0,9,618,1917
42,58,64,29.65,26.73,48,14.4,0,9.2,7,65,50,55,0.28,0,0,40,616,1919
33,48,54,30.01,27.06,42,7.8,0,-0.9,17,55,40,34,0.01,0,0,25,615,1920
32,48,55,30.25,27.24,41,5.4,0,-1.1,17,62,34,19,0,0,0,14,613,1921
36,58,49,29.93,26.95,46,10.6,0,8.7,7,70,45,28,0.001,0,0,22,611,1922
37,54,56,29.76,26.8,46,7.5,0,4.5,11,64,43,35,0.001,0,0,26,609,1923
29,43,58,29.85,26.91,37,14.7,0,-6.7,22,52,33,38,0.19,0,0.2,30,608,1925
29,44,53,30.36,27.34,38,6.7,0,-5.9,21,54,34,22,0,0,0,15,606,1926
32,53,48,30.21,27.19,43,6.7,0,2.9,12,61,45,22,0.01,0,0,16,604,1927
33,58,41,29.71,26.76,46,11.1,0,7.7,7,69,46,34,0,0,0,23,603,1928
30,48,56,29.75,26.82,39,6.9,0,-2.5,17,56,39,39,0.23,0,0.001,29,601,1929
23,43,49,30.13,27.14,35,8,0,-7.7,22,53,32,28,0,0,0,21,559,1931
22,50,33,30.07,27.06,39,11.5,0,-0.9,15,63,36,29,0,0,0,22,558,1932
30,55,43,29.9,26.95,43,11.4,0,3.8,10,68,42,37,0,0,0,28,556,1933
29,55,40,30.06,27.1,43,11.4,0,3.6,10,69,40,33,0,0,0,24,554,1934
33,57,42,30.1,27.14,46,8.8,0,5.4,8,70,44,25,0,0,0,18,553,1935
27,53,39,30.07,27.09,41,11.8,0,1.1,12,65,40,30,0,0,0,23,551,1936
28,51,41,30.19,27.21,41,11.7,0,-1.1,14,65,37,28,0,0,0,21,550,1938
32,56,43,30.26,27.27,45,8.5,0,3.6,9,69,42,26,0,0,0,18,548,1939
32,61,37,30.1,27.14,47,6.3,0,8.3,4,76,45,21,0,0,0,14,547,1940
35,64,36,30.02,27.07,49,7.6,0,11.1,1,81,47,25,0,0,0,18,545,1941
36,70,34,29.72,26.82,52,9.6,5,16.8,0,90,50,37,0.001,0,0,25,544,1942
34,58,40,29.77,26.86,47,10.2,0,4.5,7,67,48,34,0,0,0,22,542,1944
37,52,60,29.86,26.91,44,10.6,0,-1.8,13,60,43,33,0.001,0,0,26,541,1945
35,50,60,29.89,26.92,43,11.5,0,-4.1,15,62,38,36,0.02,0,0,26,539,1946
33,52,53,29.84,26.88,43,8.9,0,-2.4,13,65,38,32,0,0,0,22,538,1947
33,53,48,29.95,26.98,44,7.9,0,-1.6,12,69,36,30,0,0,0,22,536,1948
35,58,44,30.08,27.13,47,5.7,0,3.1,7,75,40,22,0,0,0,14,535,1949
38,68,38,30.1,27.16,51,5.2,3,12.8,0,82,53,14,0,0,0,12,534,1951
42,68,41,29.99,27.06,54,6.1,3,12.5,0,81,55,20,0,0,0,15,532,1952
44,68,44,29.88,26.97,55,9.3,3,12.2,0,83,52,38,0,0,0,26,531,1953
41,63,46,30.07,27.14,52,6.1,0,6.8,2,78,48,26,0,0,0,20,530,1954
41,68,39,29.98,27.04,54,3.3,3,11.5,0,85,51,21,0,0,0,15,528,1955
47,68,51,29.86,26.95,56,7.6,3,11.2,0,79,56,28,0,0,0,21,527,1956
41,59,56,29.87,26.95,49,10.8,0,1.9,6,69,48,36,0,0,0,28,526,1957
40,51,69,29.86,26.9,45,10.8,0,-6.4,14,59,43,34,0.19,0,0,25,525,1958
44,56,70,29.83,26.88,49,7,0,-1.7,9,66,45,27,0.001,0,0,21,524,2000
46,58,72,29.96,27.01,51,5.9,0,0,7,67,49,40,0.51,0,0,28,522,2001
43,62,53,29.96,27.01,52,5,0,3.7,3,77,47,17,0,0,0,12,521,2002
46,67,52,29.88,26.95,55,9.9,2,8.4,0,78,56,30,0.19,0,0,25,520,2003
47,66,56,29.86,26.93,54,7.5,1,7.1,0,76,55,37,0.46,0,0,26,519,2004
53,62,76,29.85,26.92,56,5.6,0,2.9,3,69,55,24,0.01,0,0,20,518,2005
48,65,62,29.85,26.93,55,5.6,0,5.6,0,75,54,22,0,0,0,17,517,2006
46,65,52,29.86,26.93,55,5.6,0,5.3,0,80,50,22,0,0,0,15,516,2007
52,64,69,29.82,26.9,57,6.1,0,4,1,72,56,22,0.2,0,0,17,515,2008
52,66,64,29.83,26.91,58,4.2,1,5.7,0,78,54,20,0,0,0,15,514,2009
50,68,57,29.79,26.88,57,6.3,3,7.5,0,80,55,33,0,0,0,25,514,2010
52,70,59,29.77,26.88,58,7.1,5,9.2,0,81,59,30,0.05,0,0,23,513,2011
51,71,53,29.9,26.99,59,6.1,6,9.9,0,85,56,27,0,0,0,21,512,2012
51,73,53,29.77,26.86,59,7.8,8,11.6,0,89,56,40,0.001,0,0,29,511,2013
51,64,71,29.83,26.92,56,9.4,0,2.4,1,73,54,30,0.06,0,0,23,510,2014
47,67,54,29.9,26.98,55,10.7,2,5.1,0,83,50,39,0.19,0,0,29,510,2015
53,71,63,29.92,27,59,6.3,6,8.9,0,84,57,26,0,0,0,18,509,2016
43,70,42,29.79,26.88,55,5.9,5,7.6,0,85,54,36,0,0,0,24,508,2017
48,66,57,29.66,26.75,55,6.8,1,3.3,0,79,52,39,0.02,0,0,28,508,2018
48,61,65,29.69,26.8,53,8.4,0,-1.9,4,69,53,37,0.001,0,0,28,507,2018
36,58,46,30.11,27.17,47,8.2,0,-5.2,7,70,45,31,0,0,0,17,507,2019
36,67,34,30.16,27.2,51,6,2,3.6,0,83,50,20,0,0,0,15,506,2020
41,75,30,29.88,26.97,56,9.6,10,11.3,0,92,58,53,0.001,0,0,37,506,2021
46,73,41,29.75,26.87,58,9.2,8,9,0,87,58,29,0,0,0,23,505,2022
39,68,36,29.82,26.91,53,7.3,3,3.8,0,83,53,23,0,0,0,16,505,2022
43,73,38,29.73,26.83,56,6.2,8,8.5,0,90,55,21,0,0,0,17,505,2023
49,75,47,29.76,26.89,59,7.8,10,10.3,0,87,63,41,0.07,0,0,29,504,2024
49,73,47,29.85,26.93,59,5.3,8,8,0,90,55,20,0,0,0,14,504,2024
45,64,51,29.74,26.85,54,10.8,0,-1.3,1,79,48,44,0.04,0,0,35,504,2025
33,55,47,30.03,27.06,44,7.4,0,-10.5,10,65,44,30,0.001,0,0,23,504,2025
32,62,35,30.03,27.09,47,7.7,0,-3.8,3,71,52,32,0,0,0,18,503,2026
26,65,26,30.01,27.08,47,5.3,0,-1.1,0,83,46,18,0,0,0,15,503,2026
37,75,26,29.71,26.82,55,8.7,10,8.6,0,92,58,26,0,0,0,21,503,2027
35,65,35,29.82,26.92,50,12.3,0,-1.6,0,76,54,32,0,0,0,24,503,2027
40,66,41,29.7,26.79,52,5.9,1,-0.9,0,78,54,20,0,0,0,15,503,2028
40,65,40,29.67,26.77,52,4.9,0,-2.2,0,77,53,18,0,0,0,14,503,2028
50,57,85,29.78,26.87,52,7.8,0,-10.5,8,63,51,25,0.13,0,0,20,503,2029
51,65,67,29.91,26.98,56,6.6,0,-2.8,0,74,55,23,0.01,0,0,20,503,2029
51,67,60,30.03,27.1,58,5.4,2,-1.1,0,78,55,25,0,0,0,15,503,2029
49,73,46,29.97,27.05,59,7.4,8,4.6,0,88,58,28,0.001,0,0,20,504,2029
52,70,54,29.95,27.04,60,10.4,5,1.3,0,82,58,29,0,0,0,21,504,2030
50,74,44,29.9,27,60,7,9,4.9,0,89,59,28,0,0,0,21,504,2030
43,70,40,29.9,27,55,13.4,5,0.6,0,80,59,34,0,0,0,24,504,2030
45,71,41,29.94,27.03,57,5.7,6,1.3,0,88,53,18,0,0,0,14,504,2030
46,80,32,29.77,26.89,60,12.4,15,10,0,94,65,28,0,0,0,23,505,2030
35,70,31,29.94,27.04,52,11,5,-0.3,0,83,56,29,0,0,0,18,505,2030
38,75,26,29.78,26.88,55,6.7,10,4.3,0,93,56,19,0,0,0,13,506,2030
39,72,32,29.76,26.88,54,14,7,1,0,82,61,38,0,0,0,24,506,2030
41,67,40,29.93,27.03,53,10.7,2,-4.3,0,79,54,25,0,0,0,17,506,2030
41,68,38,30.04,27.11,54,7,3,-3.6,0,82,53,26,0,0,0,20,507,2030
44,71,39,29.98,27.06,56,7.6,6,-1,0,85,56,27,0,0,0,18,507,2030
35,70,30,29.94,27.01,52,12.3,5,-2.3,0,82,57,30,0,0,0,23,508,2030
32,63,34,29.96,27.03,48,10.6,0,-9.6,2,75,50,30,0,0,0,20,509,2030
36,77,26,29.91,27,54,7.5,12,4.1,0,97,57,21,0,0,0,15,509,2029
41,85,24,29.91,27.04,60,6.6,20,11.8,0,102,67,22,0,0,0,17,510,2029
38,81,23,30.06,27.16,57,8.7,16,7.5,0,94,67,29,0,0,0,22,510,2029
42,82,26,29.95,27.05,59,5.5,17,8.2,0,96,68,19,0,0,0,14,511,2028
43,82,30,29.89,27.01,59,5.8,17,7.9,0,99,64,23,0,0,0,16,512,2028
41,85,24,29.87,27,59,5,20,10.6,0,102,67,22,0,0,0,13,513,2027
40,78,26,29.95,27.07,57,11.3,13,3.3,0,90,66,26,0,0,0,20,513,2027
42,75,34,29.94,27.04,57,8,10,0.1,0,91,58,27,0,0,0,20,514,2026
43,76,34,29.94,27.05,58,6.3,11,0.8,0,93,59,22,0,0,0,16,515,2026
39,81,24,29.94,27.04,58,6.5,16,5.5,0,99,63,22,0,0,0,14,516,2025
42,83,25,29.91,27.03,60,8.4,18,7.3,0,100,66,23,0,0,0,18,517,2025
46,81,31,29.91,27.03,61,5.8,16,5.1,0,97,64,29,0,0,0,21,517,2024
49,84,33,29.9,27.03,63,7.3,19,7.9,0,98,70,47,0.1,0,0,32,518,2023
45,81,30,29.94,27.05,61,5.4,16,4.7,0,99,63,21,0,0,0,16,519,2023
38,84,21,29.91,27.03,59,8.9,19,7.5,0,99,68,24,0,0,0,17,520,2022
39,80,24,29.89,27.01,58,6.3,15,3.3,0,98,62,22,0,0,0,17,521,2021
37,81,24,29.84,26.96,57,6.7,16,4.2,0,98,63,22,0,0,0,15,522,2020
34,78,22,29.87,27,55,6.7,13,1,0,97,59,21,0,0,0,15,523,2019
31,77,21,30.04,27.14,54,7.5,12,-0.1,0,93,60,32,0,0,0,16,524,2018
34,81,18,30,27.1,57,5.1,16,3.8,0,100,61,17,0,0,0,13,525,2018
45,87,23,29.94,27.06,62,7,22,9.7,0,102,71,22,0,0,0,16,526,2017
43,85,24,29.97,27.09,61,6.9,20,7.6,0,101,69,25,0,0,0,18,527,2016
41,83,24,29.95,27.06,59,6,18,5.6,0,100,66,25,0,0,0,17,528,2015
38,83,22,29.86,26.98,58,6.9,18,5.5,0,100,66,23,0,0,0,17,529,2013
37,83,21,29.87,27,58,7.2,18,5.5,0,98,67,24,0,0,0,18,530,2012
38,81,23,29.95,27.07,58,5.2,16,3.5,0,98,63,21,0,0,0,15,531,2011
40,85,21,29.94,27.06,60,6.2,20,7.5,0,100,70,18,0,0,0,15,532,2010
44,87,23,29.84,26.98,62,6.7,22,9.5,0,98,76,23,0,0,0,18,533,2009
46,86,27,29.8,26.93,62,6.9,21,8.5,0,100,71,17,0,0,0,12,534,2008
40,81,25,29.8,26.93,58,6,16,3.6,0,96,66,22,0,0,0,15,535,2007
34,75,25,29.86,26.97,54,8.4,10,-2.4,0,88,61,30,0,0,0,18,536,2005
39,72,33,29.86,26.95,55,6.5,7,-5.3,0,87,56,22,0,0,0,17,537,2004
39,75,29,29.9,27.01,55,6.7,10,-2.2,0,90,60,26,0,0,0,18,538,2003
38,78,25,29.99,27.09,56,6.5,13,0.9,0,93,63,23,0,0,0,16,539,2001
39,79,25,29.92,27.03,57,6.4,14,2.1,0,96,62,23,0,0,0,17,541,2000
37,85,19,29.89,27.01,59,6.5,20,8.2,0,102,67,20,0,0,0,13,542,1959
41,88,20,29.89,27.01,61,5.5,23,11.4,0,106,69,18,0,0,0,14,543,1957
38,93,18,29.81,26.95,61,7,28,16.5,0,110,75,24,0,0,0,17,544,1956
41,88,22,29.79,26.93,61,5.6,23,11.7,0,104,71,23,0,0,0,18,545,1955
42,76,34,29.93,27.03,56,9.3,11,-0.1,0,88,63,23,0,0,0,16,546,1953
41,76,33,29.89,26.99,56,6.9,11,0.1,0,94,57,29,0,0,0,18,547,1952
42,77,32,29.85,26.95,57,5.3,12,1.3,0,95,59,22,0,0,0,16,548,1950
36,81,21,29.83,26.95,57,6.7,16,5.5,0,98,63,18,0,0,0,13,549,1949
40,85,22,29.9,27.03,59,6.7,20,9.8,0,99,71,33,0,0,0,23,551,1947
43,83,26,29.97,27.08,60,6.9,18,8,0,94,72,27,0,0,0,22,552,1946
41,76,30,30.03,27.13,57,6.4,11,1.2,0,91,60,22,0,0,0,16,553,1944
40,81,25,29.9,27,58,9.3,16,6.5,0,97,65,28,0,0,0,21,554,1942
43,76,34,29.81,26.93,57,9.1,11,1.8,0,90,62,43,0,0,0,31,555,1941
46,68,48,29.97,27.05,56,5.6,3,-6,0,81,55,21,0,0,0,15,556,1939
42,73,34,29.91,27,56,4.6,8,-0.7,0,86,59,15,0,0,0,12,557,1938
38,74,28,29.86,26.96,55,5.3,9,0.6,0,89,59,18,0,0,0,13,558,1936
36,72,29,29.82,26.93,53,6.6,7,-1.1,0,84,59,25,0,0,0,16,600,1934
37,69,33,29.86,26.95,53,6.3,4,-3.8,0,86,52,30,0,0,0,22,601,1933
39,65,38,29.85,26.93,52,7.9,0,-7.5,0,74,56,23,0,0,0,17,602,1931
44,63,51,29.92,27,53,9.2,0,-9.2,2,73,52,33,0.01,0,0,24,603,1929
41,62,48,30.05,27.1,51,4.9,0,-9.9,3,78,46,18,0,0,0,12,604,1928
35,71,29,29.89,26.96,53,5.8,6,-0.5,0,88,54,21,0,0,0,15,605,1926
35,75,24,29.81,26.93,54,8.7,10,3.8,0,87,62,22,0,0,0,16,606,1924
40,69,37,29.94,27.02,53,8.1,4,-1.9,0,80,58,26,0,0,0,20,607,1922
33,67,31,29.93,27,50,7.2,2,-3.6,0,82,52,23,0,0,0,15,609,1921
30,70,25,29.92,27,50,6.3,5,-0.2,0,85,54,21,0,0,0,15,610,1919
30,72,22,29.89,26.98,51,6.9,7,2.1,0,89,55,21,0,0,0,16,611,1917
41,71,37,29.9,27,55,5.3,6,1.5,0,88,54,19,0,0,0,14,612,1915
39,76,29,29.91,27.01,56,6.2,11,6.8,0,96,56,22,0,0,0,15,613,1914
37,80,22,29.94,27.04,57,8.1,15,11.2,0,95,65,24,0,0,0,18,614,1912
43,76,31,29.94,27.04,58,4.3,11,7.5,0,90,61,14,0,0,0,13,615,1910
38,74,29,29.87,26.98,55,8.3,9,5.9,0,85,63,28,0,0,0,17,616,1908
36,68,32,29.89,26.98,52,5.6,3,0.2,0,84,52,18,0,0,0,13,617,1906
33,68,27,29.82,26.91,51,6.9,3,0.6,0,83,53,23,0,0,0,16,619,1905
38,62,42,29.83,26.9,50,8.2,0,-5,3,73,51,24,0,0,0,18,620,1903
36,60,43,29.8,26.88,48,7.9,0,-6.7,5,71,48,24,0,0,0,20,621,1901
34,63,38,29.85,26.95,48,6.2,0,-3.3,2,73,53,23,0,0,0,16,622,1859
29,66,27,29.85,26.93,48,6.4,1,0.1,0,83,49,23,0,0,0,16,623,1857
34,68,33,29.77,26.87,49,7,3,2.5,0,77,58,18,0,0,0,15,624,1855
33,63,34,29.9,26.98,48,7,0,-2.2,2,76,50,20,0,0,0,15,625,1854
33,63,36,29.92,26.98,48,4.4,0,-1.8,2,78,47,17,0,0,0,13,626,1852
37,62,41,29.91,26.91,50,4.5,0,-2.4,3,79,44,22,0,0,0,17,627,1850
